"","M","totInt","specNo"
"40194",1062.53,1901.28271484375,"18"
"40195",1062.54,8408.14501953125,"18"
"40196",1062.55,29161.5322265625,"18"
"40197",1062.57,49952.1635742188,"18"
"40198",1062.58,55815.94921875,"18"
"40199",1062.59,44049.3388671875,"28"
"40200",1062.61,24080.8073730469,"28"
"40201",1062.62,3183.87548828125,"28"
"40202",1062.63,0,"28"
"40203",1062.65,0,"28"
"40204",1062.66,0,"28"
"40205",1062.67,7268.900390625,"54"
"40206",1062.68,12523.1594238281,"54"
"40207",1062.7,21614.5493164062,"54"
"40208",1062.71,28228.5712890625,"54"
"40209",1062.72,29975.25,"54"
"40210",1062.74,21252.3896484375,"54"
"40211",1062.75,11033.5541992188,"54"
"40212",1062.76,5817.986328125,"54"
"40213",1062.78,5219.68505859375,"54"
"40214",1062.79,3926.65673828125,"54"
"40215",1062.8,0,"54"
"40216",1062.82,0,"54"
"40217",1062.83,3791.33203125,"54"
"40218",1062.84,6753.998046875,"54"
"40219",1062.86,8825.181640625,"57"
"40220",1062.87,8547.248046875,"57"
"40221",1062.88,6273.873046875,"57"
"40222",1062.89,3948.58154296875,"57"
"40223",1062.91,0,"57"
"40224",1062.92,5161.3232421875,"57"
"40225",1062.93,8156.263671875,"57"
"40226",1062.95,10537.2314453125,"57"
"40227",1062.96,9143.751953125,"115"
"40228",1062.97,8439.52124023438,"115"
"40229",1062.99,6771.47900390625,"115"
"40230",1063,7998.62548828125,"115"
"40231",1063.01,7217.03173828125,"115"
"40232",1063.03,4224.5869140625,"58"
"40233",1063.04,0,"58"
"40234",1063.05,7483.63842773438,"58"
"40235",1063.06,16001.6862792969,"58"
"40236",1063.08,31659.9057617188,"58"
"40237",1063.09,38739.9184570312,"58"
"40238",1063.1,34513.2858886719,"58"
"40239",1063.12,20335.4699707031,"58"
"40240",1063.13,6259.86157226562,"58"
"40241",1063.14,0,"58"
"40242",1063.16,0,"58"
"40243",1063.17,0,"18"
"40244",1063.18,0,"18"
"40245",1063.2,0,"18"
"40246",1063.21,0,"18"
"40247",1063.22,8812.298828125,"18"
"40248",1063.23,11839.6669921875,"18"
"40249",1063.25,12370.3911132812,"18"
"40250",1063.26,10780.5327148438,"18"
"40251",1063.27,7932.7099609375,"18"
"40252",1063.29,0,"18"
"40253",1063.3,0,"18"
"40254",1063.31,0,"18"
"40255",1063.33,0,"18"
"40256",1063.51,0,"184"
"40257",1063.52,0,"89"
"40258",1063.54,0,"89"
"40259",1063.55,0,"89"
"40260",1063.56,6503.6923828125,"89"
"40261",1063.58,13549.4448242188,"89"
"40262",1063.59,19364.8740234375,"89"
"40263",1063.6,20716.1625976562,"89"
"40264",1063.61,17141.529296875,"89"
"40265",1063.63,10772.2045898438,"89"
"40266",1063.64,8045.5322265625,"89"
"40267",1063.65,0,"89"
"40268",1063.67,0,"89"
"40269",1063.68,0,"89"
"40270",1063.69,0,"89"
"40271",1063.73,0,"97"
"40272",1063.75,0,"97"
"40273",1063.76,0,"91"
"40274",1063.77,0,"91"
"40275",1063.79,2278.84643554688,"91"
"40276",1063.8,11371.0756835938,"91"
"40277",1063.81,17608.63671875,"91"
"40278",1063.82,19682.3061523438,"91"
"40279",1063.84,18239.8132324219,"91"
"40280",1063.85,11493.9067382812,"91"
"40281",1063.86,7883.19091796875,"91"
"40282",1063.88,5527.7177734375,"17"
"40283",1063.89,6364.88232421875,"17"
"40284",1063.9,6033.23291015625,"17"
"40285",1063.92,4665.22802734375,"17"
"40286",1063.93,4215.2421875,"17"
"40287",1063.94,6351.82470703125,"17"
"40288",1063.96,7224.35986328125,"17"
"40289",1063.97,6446.80615234375,"17"
"40290",1063.98,4520.8984375,"17"
"40291",1063.99,0,"17"
"40292",1064,0,"58"
"40293",1064.01,0,"17"
"40294",1064.02,0,"3"
"40295",1064.03,0,"3"
"40296",1064.05,1675.806640625,"3"
"40297",1064.06,8564.16821289062,"3"
"40298",1064.07,22276.2937011719,"3"
"40299",1064.09,31498.568359375,"3"
"40300",1064.1,30935.7124023438,"3"
"40301",1064.11,20305.7019042969,"3"
"40302",1064.13,7558.9130859375,"3"
"40303",1064.14,0,"3"
"40304",1064.15,0,"3"
"40305",1064.17,0,"3"
"40306",1064.18,0,"3"
"40307",1064.19,4373.7578125,"126"
"40308",1064.2,7945.49853515625,"126"
"40309",1064.22,8886.044921875,"126"
"40310",1064.23,7020.05810546875,"126"
"40311",1064.24,3817.17236328125,"35"
"40312",1064.26,0,"22"
"40313",1064.27,0,"22"
"40314",1064.28,5027.3046875,"22"
"40315",1064.3,16040.5209960938,"22"
"40316",1064.31,31381.6479492188,"22"
"40317",1064.32,39487.9418945312,"22"
"40318",1064.34,37237.3354492188,"22"
"40319",1064.35,25480.0607910156,"22"
"40320",1064.36,8904.5400390625,"22"
"40321",1064.38,0,"22"
"40322",1064.39,0,"22"
"40323",1064.4,0,"22"
"40324",1064.41,0,"22"
"40325",1064.43,12667.8447265625,"59"
"40326",1064.44,20603.3486328125,"59"
"40327",1064.45,24412.4599609375,"59"
"40328",1064.47,20901.294921875,"59"
"40329",1064.48,11586.2084960938,"59"
"40330",1064.49,0,"59"
"40331",1064.51,0,"59"
"40332",1064.52,4401.5126953125,"59"
"40333",1064.53,6481.8505859375,"59"
"40334",1064.55,7287.736328125,"62"
"40335",1064.56,6729.4931640625,"62"
"40336",1064.57,11607.6625976562,"62"
"40337",1064.59,14582.7084960938,"62"
"40338",1064.6,17716.2568359375,"62"
"40339",1064.61,14144.1118164062,"62"
"40340",1064.62,7064.99047851562,"62"
"40341",1064.64,0,"80"
"40342",1064.65,0,"80"
"40343",1064.66,0,"80"
"40344",1064.68,0,"80"
"40345",1064.74,0,"117"
"40346",1064.76,0,"117"
"40347",1064.77,0,"117"
"40348",1064.78,0,"117"
"40349",1064.8,3264.28784179688,"117"
"40350",1064.81,5925.4736328125,"117"
"40351",1064.82,6969.080078125,"117"
"40352",1064.83,5843.3974609375,"117"
"40353",1064.85,3161.26586914062,"117"
"40354",1064.86,3113.47778320312,"117"
"40355",1064.87,5322.0361328125,"117"
"40356",1064.89,6108.5986328125,"117"
"40357",1064.9,5455.1416015625,"117"
"40358",1064.91,4022.40356445312,"173"
"40359",1064.93,0,"173"
"40360",1064.94,0,"173"
"40361",1064.95,0,"173"
"40362",1064.97,0,"173"
"40363",1065.24,0,"128"
"40364",1065.25,0,"128"
"40365",1065.27,0,"128"
"40366",1065.28,0,"128"
"40367",1065.29,3836.08447265625,"128"
"40368",1065.31,6897.880859375,"128"
"40369",1065.32,7729.7529296875,"128"
"40370",1065.33,6069.0927734375,"128"
"40371",1065.35,3118.6591796875,"128"
"40372",1065.36,3658.33862304688,"128"
"40373",1065.37,6811.353515625,"128"
"40374",1065.39,9128.08984375,"128"
"40375",1065.4,9717.0888671875,"128"
"40376",1065.41,8757.142578125,"198"
"40377",1065.43,7070.76171875,"198"
"40378",1065.44,5710.216796875,"198"
"40379",1065.45,0,"198"
"40380",1065.47,0,"198"
"40381",1065.48,0,"198"
"40382",1065.49,0,"90"
"40383",1065.5,0,"3"
"40384",1065.52,0,"3"
"40385",1065.53,0,"3"
"40386",1065.54,2474.52880859375,"3"
"40387",1065.56,14528.4094238281,"3"
"40388",1065.57,42864.6923828125,"3"
"40389",1065.58,62457.0708007812,"3"
"40390",1065.6,59406.2875976562,"3"
"40391",1065.61,37549.9213867188,"3"
"40392",1065.62,10064.6667480469,"3"
"40393",1065.64,0,"3"
"40394",1065.65,0,"3"
"40395",1065.66,0,"3"
"40396",1065.68,4361.33081054688,"17"
"40397",1065.69,13241.5844726562,"20"
"40398",1065.7,20017.2392578125,"20"
"40399",1065.71,19986.3798828125,"20"
"40400",1065.73,13446.6943359375,"20"
"40401",1065.74,4351.7509765625,"20"
"40402",1065.75,1448.11645507812,"20"
"40403",1065.77,15132.7980957031,"3"
"40404",1065.78,35181.9213867188,"3"
"40405",1065.79,60584.3504638672,"3"
"40406",1065.81,98088.6845703125,"3"
"40407",1065.82,122996.275390625,"3"
"40408",1065.83,117865.171386719,"3"
"40409",1065.85,86438.0231933594,"3"
"40410",1065.86,47269.8046875,"3"
"40411",1065.87,21922.9514160156,"3"
"40412",1065.89,17279.2734375,"3"
"40413",1065.9,34529.2429199219,"3"
"40414",1065.91,45927.5727539062,"3"
"40415",1065.93,71021.8359375,"3"
"40416",1065.94,103806.2109375,"8"
"40417",1065.95,133918.148681641,"8"
"40418",1065.96,151920.194580078,"8"
"40419",1065.98,159212.873291016,"8"
"40420",1065.99,139888.776367188,"8"
"40421",1066,105266.513916016,"8"
"40422",1066.02,56711.0295410156,"8"
"40423",1066.03,28066.9147949219,"8"
"40424",1066.04,12759.0500488281,"8"
"40425",1066.06,52420.6937255859,"8"
"40426",1066.07,99575.1723632812,"8"
"40427",1066.08,124131.743164062,"31"
"40428",1066.1,104706.254882812,"12"
"40429",1066.11,58936.8381347656,"12"
"40430",1066.12,12290.5344238281,"12"
"40431",1066.14,0,"3"
"40432",1066.15,6816.953125,"3"
"40433",1066.16,27156.0505371094,"3"
"40434",1066.18,92265.3828125,"3"
"40435",1066.19,156274.539794922,"3"
"40436",1066.2,203159.235351562,"3"
"40437",1066.21,226949.652587891,"3"
"40438",1066.23,231202.191894531,"3"
"40439",1066.24,188768.180175781,"3"
"40440",1066.25,120045.857666016,"3"
"40441",1066.27,52429.5501708984,"3"
"40442",1066.28,3996.08251953125,"3"
"40443",1066.29,7336.84985351562,"3"
"40444",1066.31,52553.4885253906,"3"
"40445",1066.32,94283.4814453125,"3"
"40446",1066.33,113432.719726562,"11"
"40447",1066.35,102701.529296875,"11"
"40448",1066.36,72715.7431640625,"11"
"40449",1066.37,40780.7607421875,"11"
"40450",1066.39,34274.990234375,"11"
"40451",1066.4,20976.4721679688,"11"
"40452",1066.41,10892.369140625,"11"
"40453",1066.42,13296.2666015625,"18"
"40454",1066.44,30311.7270507812,"27"
"40455",1066.45,48491.6616210938,"27"
"40456",1066.46,51682.2651367188,"27"
"40457",1066.48,37974.00390625,"27"
"40458",1066.49,16681.9084472656,"14"
"40459",1066.5,2176.44116210938,"14"
"40460",1066.52,0,"14"
"40461",1066.53,13302.7622070312,"14"
"40462",1066.54,58366.5727539062,"14"
"40463",1066.56,107918.595214844,"14"
"40464",1066.57,139632.587890625,"14"
"40465",1066.58,130609.213867188,"14"
"40466",1066.6,88831.0568847656,"14"
"40467",1066.61,43531.2202148438,"14"
"40468",1066.62,15421.1796875,"14"
"40469",1066.64,0,"14"
"40470",1066.65,0,"14"
"40471",1066.66,3275.11645507812,"14"
"40472",1066.67,0,"14"
"40473",1066.68,11024.4560546875,"23"
"40474",1066.69,25170.9404296875,"23"
"40475",1066.7,34944.87890625,"23"
"40476",1066.71,34118.1474609375,"23"
"40477",1066.73,20387.3232421875,"23"
"40478",1066.74,7767.06787109375,"20"
"40479",1066.75,0,"20"
"40480",1066.77,0,"20"
"40481",1066.78,0,"20"
"40482",1066.79,4908.5107421875,"20"
"40483",1066.81,6041.259765625,"20"
"40484",1066.82,11488.5366210938,"20"
"40485",1066.83,13257.619140625,"20"
"40486",1066.85,11340.2475585938,"20"
"40487",1066.86,7092.84545898438,"20"
"40488",1066.87,25408.8403320312,"20"
"40489",1066.89,38896.259765625,"20"
"40490",1066.9,48990.5122070312,"20"
"40491",1066.91,47729.1928710938,"20"
"40492",1066.93,38951.5141601562,"24"
"40493",1066.94,23597.6669921875,"24"
"40494",1066.95,23233.6186523438,"24"
"40495",1066.96,25405.3198242188,"24"
"40496",1066.98,23597.0095214844,"24"
"40497",1066.99,17662.2885742188,"64"
"40498",1067,9240.0087890625,"7"
"40499",1067.02,0,"7"
"40500",1067.03,0,"7"
"40501",1067.04,0,"7"
"40502",1067.06,4895.814453125,"7"
"40503",1067.07,6862.791015625,"7"
"40504",1067.08,7112.7041015625,"7"
"40505",1067.1,5798.8740234375,"7"
"40506",1067.11,4031.73803710938,"7"
"40507",1067.12,0,"7"
"40508",1067.14,4106.40380859375,"7"
"40509",1067.15,16618.42578125,"7"
"40510",1067.16,30436.9350585938,"7"
"40511",1067.18,36178.8642578125,"47"
"40512",1067.19,33173.4541015625,"47"
"40513",1067.2,20324.755859375,"47"
"40514",1067.21,13062.8039550781,"47"
"40515",1067.23,16838.4350585938,"47"
"40516",1067.24,16531.1218261719,"47"
"40517",1067.25,13616.1303710938,"47"
"40518",1067.27,7324.57592773438,"123"
"40519",1067.28,0,"22"
"40520",1067.29,0,"22"
"40521",1067.31,0,"5"
"40522",1067.32,0,"5"
"40523",1067.33,10985.7868652344,"5"
"40524",1067.35,25370.1193847656,"5"
"40525",1067.36,39858.9758300781,"5"
"40526",1067.37,49793.201171875,"5"
"40527",1067.39,42494.6447753906,"5"
"40528",1067.4,28628.8239746094,"5"
"40529",1067.41,18107.7216796875,"5"
"40530",1067.43,12490.060546875,"5"
"40531",1067.44,9853.85302734375,"5"
"40532",1067.45,2981.60888671875,"5"
"40533",1067.47,0,"5"
"40534",1067.48,0,"91"
"40535",1067.49,0,"3"
"40536",1067.5,0,"3"
"40537",1067.52,0,"3"
"40538",1067.53,0,"3"
"40539",1067.54,15702.67578125,"3"
"40540",1067.56,30271.2106933594,"3"
"40541",1067.57,40602.5541992188,"3"
"40542",1067.58,38442.0004882812,"3"
"40543",1067.6,23879.5744628906,"3"
"40544",1067.61,5876.03637695312,"3"
"40545",1067.62,0,"3"
"40546",1067.64,0,"3"
"40547",1067.65,0,"3"
"40548",1067.66,0,"131"
"40549",1067.69,0,"43"
"40550",1067.7,0,"43"
"40551",1067.72,0,"43"
"40552",1067.73,0,"43"
"40553",1067.74,3958.197265625,"43"
"40554",1067.76,20235.5925292969,"43"
"40555",1067.77,33344.7885742188,"43"
"40556",1067.78,37628.1752929688,"43"
"40557",1067.79,32672.8046875,"43"
"40558",1067.81,19551.1193847656,"43"
"40559",1067.82,4586.11083984375,"43"
"40560",1067.83,0,"43"
"40561",1067.85,0,"43"
"40562",1067.86,0,"71"
"40563",1067.87,0,"154"
"40564",1068.03,0,"121"
"40565",1068.05,0,"121"
"40566",1068.06,0,"121"
"40567",1068.07,0,"121"
"40568",1068.08,3135.32373046875,"121"
"40569",1068.1,4451.91259765625,"121"
"40570",1068.11,5048.890625,"121"
"40571",1068.12,4567.916015625,"121"
"40572",1068.14,3330.822265625,"121"
"40573",1068.15,0,"121"
"40574",1068.16,0,"121"
"40575",1068.18,0,"121"
"40576",1068.19,0,"121"
"40577",1068.39,0,"71"
"40578",1068.4,0,"71"
"40579",1068.41,0,"71"
"40580",1068.43,0,"71"
"40581",1068.44,5280.150390625,"71"
"40582",1068.45,5696.857421875,"71"
"40583",1068.47,5818.802734375,"71"
"40584",1068.48,9064.95874023438,"71"
"40585",1068.49,11020.599609375,"71"
"40586",1068.51,11753.126953125,"71"
"40587",1068.52,6582.42578125,"71"
"40588",1068.53,5700.1982421875,"71"
"40589",1068.55,4127.0732421875,"71"
"40590",1068.56,0,"71"
"40591",1068.57,5305.052734375,"100"
"40592",1068.59,7324.4912109375,"100"
"40593",1068.6,7857.4619140625,"100"
"40594",1068.61,6627.138671875,"151"
"40595",1068.63,4595.1982421875,"151"
"40596",1068.64,0,"151"
"40597",1068.65,0,"151"
"40598",1068.67,0,"151"
"40599",1068.68,0,"151"
"40600",1068.7,0,"125"
"40601",1068.72,0,"125"
"40602",1068.73,0,"125"
"40603",1068.74,0,"125"
"40604",1068.76,3665.60961914062,"125"
"40605",1068.77,5441.7216796875,"125"
"40606",1068.78,6189.2587890625,"125"
"40607",1068.8,4985.2822265625,"125"
"40608",1068.81,2568.45825195312,"125"
"40609",1068.82,0,"125"
"40610",1068.84,0,"125"
"40611",1068.85,0,"125"
"40612",1068.86,0,"125"
"40613",1068.89,0,"49"
"40614",1068.9,0,"49"
"40615",1068.92,0,"49"
"40616",1068.93,0,"49"
"40617",1068.94,4646.654296875,"49"
"40618",1068.96,7062.6845703125,"49"
"40619",1068.97,10986.5034179688,"49"
"40620",1068.98,10689.38671875,"49"
"40621",1069,9181.15844726562,"10"
"40622",1069.01,5955.68359375,"10"
"40623",1069.02,4452.7646484375,"10"
"40624",1069.03,5136.69775390625,"10"
"40625",1069.05,12075.8701171875,"10"
"40626",1069.06,14474.5532226562,"10"
"40627",1069.07,14810.1069335938,"10"
"40628",1069.09,12462.3759765625,"10"
"40629",1069.1,7339.71826171875,"10"
"40630",1069.11,0,"10"
"40631",1069.13,0,"10"
"40632",1069.14,0,"10"
"40633",1069.15,0,"10"
"40634",1069.17,7164.943359375,"55"
"40635",1069.18,17466.1171875,"55"
"40636",1069.19,25493.1904296875,"55"
"40637",1069.21,27091.0263671875,"55"
"40638",1069.22,24909.8540039062,"55"
"40639",1069.23,15537.529296875,"55"
"40640",1069.25,12125.5512695312,"18"
"40641",1069.26,13346.3520507812,"18"
"40642",1069.27,12572.46484375,"18"
"40643",1069.29,9967.2177734375,"18"
"40644",1069.3,20931.9694824219,"18"
"40645",1069.31,29626.6118164062,"18"
"40646",1069.33,38342.7578125,"18"
"40647",1069.34,35382.1953125,"18"
"40648",1069.35,23624.4270019531,"18"
"40649",1069.37,8567.25244140625,"18"
"40650",1069.38,0,"18"
"40651",1069.39,6291.458984375,"18"
"40652",1069.4,7211.1767578125,"18"
"40653",1069.42,17968.5920410156,"38"
"40654",1069.43,53342.3959960938,"38"
"40655",1069.44,87378.7192382812,"38"
"40656",1069.46,96117.154296875,"38"
"40657",1069.47,71649.9165039062,"38"
"40658",1069.48,30245.3508300781,"38"
"40659",1069.5,3727.64916992188,"8"
"40660",1069.51,0,"8"
"40661",1069.52,0,"8"
"40662",1069.54,7727.17163085938,"8"
"40663",1069.55,21586.0827636719,"8"
"40664",1069.56,32374.705078125,"8"
"40665",1069.58,35918.7724609375,"8"
"40666",1069.59,28970.494140625,"8"
"40667",1069.6,15767.3950195312,"8"
"40668",1069.62,4311.3359375,"8"
"40669",1069.63,0,"8"
"40670",1069.64,0,"8"
"40671",1069.66,0,"8"
"40672",1069.67,9043.45788574219,"8"
"40673",1069.68,26239.447265625,"11"
"40674",1069.7,39584.4477539062,"11"
"40675",1069.71,38632.5361328125,"11"
"40676",1069.72,27188.6076660156,"11"
"40677",1069.74,13041.9680175781,"11"
"40678",1069.75,7999.6357421875,"11"
"40679",1069.76,6699.767578125,"11"
"40680",1069.77,3622.24877929688,"11"
"40681",1069.79,9378.51049804688,"11"
"40682",1069.8,19976.224609375,"49"
"40683",1069.81,30462.408203125,"49"
"40684",1069.83,35233.3046875,"49"
"40685",1069.84,29634.8056640625,"49"
"40686",1069.85,16156.2763671875,"49"
"40687",1069.87,6731.88940429688,"49"
"40688",1069.88,2739.00048828125,"13"
"40689",1069.89,0,"13"
"40690",1069.91,0,"13"
"40691",1069.92,0,"13"
"40692",1069.93,7809.71557617188,"13"
"40693",1069.95,25482.2421875,"13"
"40694",1069.96,36392.0009765625,"13"
"40695",1069.97,36218.197265625,"13"
"40696",1069.99,26522.029296875,"13"
"40697",1070,12851.4890136719,"13"
"40698",1070.01,4444.82421875,"13"
"40699",1070.03,0,"13"
"40700",1070.04,3300.36474609375,"13"
"40701",1070.05,5616.68603515625,"67"
"40702",1070.07,9872.068359375,"67"
"40703",1070.08,11418.34375,"70"
"40704",1070.09,9467.1728515625,"70"
"40705",1070.11,3797.6201171875,"70"
"40706",1070.12,2225.751953125,"70"
"40707",1070.13,0,"70"
"40708",1070.15,0,"1"
"40709",1070.16,0,"1"
"40710",1070.17,0,"1"
"40711",1070.18,0,"1"
"40712",1070.2,4102.5068359375,"1"
"40713",1070.21,5982.15869140625,"1"
"40714",1070.22,7483.55615234375,"1"
"40715",1070.24,7718.82861328125,"1"
"40716",1070.25,6186.73486328125,"1"
"40717",1070.26,3444.7763671875,"1"
"40718",1070.28,0,"1"
"40719",1070.29,0,"1"
"40720",1070.3,3060.83374023438,"1"
"40721",1070.32,6256.8876953125,"1"
"40722",1070.33,8605.15625,"56"
"40723",1070.34,8946.2705078125,"56"
"40724",1070.36,7390.8564453125,"56"
"40725",1070.37,5124.78515625,"56"
"40726",1070.38,0,"56"
"40727",1070.4,0,"56"
"40728",1070.41,0,"56"
"40729",1070.42,0,"56"
"40730",1070.49,0,"191"
"40731",1070.5,0,"191"
"40732",1070.52,0,"191"
"40733",1070.53,0,"191"
"40734",1070.54,3816.24340820312,"191"
"40735",1070.56,7311.3427734375,"191"
"40736",1070.57,8810.1650390625,"191"
"40737",1070.58,7590.4716796875,"191"
"40738",1070.59,4763.38671875,"191"
"40739",1070.61,0,"191"
"40740",1070.62,0,"191"
"40741",1070.63,0,"191"
"40742",1070.65,0,"191"
"40743",1070.82,0,"161"
"40744",1070.83,0,"161"
"40745",1070.85,0,"161"
"40746",1070.86,0,"161"
"40747",1070.87,3544.29736328125,"161"
"40748",1070.89,6008.3330078125,"7"
"40749",1070.9,6926.8447265625,"7"
"40750",1070.91,6700.1416015625,"7"
"40751",1070.93,6254.009765625,"7"
"40752",1070.94,12778.1535644531,"7"
"40753",1070.95,13494.275390625,"7"
"40754",1070.97,16121.037109375,"7"
"40755",1070.98,17607.6088867188,"7"
"40756",1070.99,18808.9584960938,"7"
"40757",1071.01,14019.6059570312,"7"
"40758",1071.02,17513.6059570312,"7"
"40759",1071.03,13965.3190917969,"7"
"40760",1071.05,6943.2607421875,"7"
"40761",1071.06,22630.08984375,"7"
"40762",1071.07,32364.13671875,"7"
"40763",1071.08,31046.2412109375,"7"
"40764",1071.1,25714.6088867188,"13"
"40765",1071.11,14197.9555664062,"13"
"40766",1071.12,2700.28173828125,"13"
"40767",1071.14,0,"13"
"40768",1071.15,0,"7"
"40769",1071.16,4874.0390625,"3"
"40770",1071.18,30208.9096679688,"3"
"40771",1071.19,66824.248046875,"3"
"40772",1071.2,114026.92565918,"3"
"40773",1071.22,239669.523925781,"3"
"40774",1071.23,375136.818115234,"2"
"40775",1071.24,411781.802246094,"2"
"40776",1071.26,325061.903564453,"2"
"40777",1071.27,154041.12109375,"2"
"40778",1071.28,37939.7043457031,"2"
"40779",1071.3,62190.0607910156,"2"
"40780",1071.31,212344.018554688,"2"
"40781",1071.32,365145.659667969,"2"
"40782",1071.34,407588.514648438,"2"
"40783",1071.35,315868.718261719,"2"
"40784",1071.36,165175.813964844,"2"
"40785",1071.38,30528.5568847656,"2"
"40786",1071.39,13911.2075195312,"2"
"40787",1071.4,10430.0083007812,"2"
"40788",1071.42,27419.5366210938,"2"
"40789",1071.43,131267.076171875,"6"
"40790",1071.44,289745.685546875,"6"
"40791",1071.46,387757.130371094,"6"
"40792",1071.47,352623.75390625,"1"
"40793",1071.48,210367.843017578,"1"
"40794",1071.5,72785.7534179688,"1"
"40795",1071.51,4616.86181640625,"1"
"40796",1071.52,18457.6782226562,"1"
"40797",1071.54,161842.696655273,"1"
"40798",1071.55,735691.798095703,"1"
"40799",1071.56,1594712.87988281,"1"
"40800",1071.58,2118188.9453125,"1"
"40801",1071.59,1914152.32763672,"1"
"40802",1071.6,1132868.7199707,"1"
"40803",1071.61,336259.069213867,"1"
"40804",1071.63,31522.9710693359,"1"
"40805",1071.64,0,"1"
"40806",1071.65,0,"1"
"40807",1071.67,30006.54296875,"1"
"40808",1071.68,173085.514892578,"1"
"40809",1071.69,343331.9609375,"1"
"40810",1071.71,427765.112792969,"1"
"40811",1071.72,364862.395507812,"1"
"40812",1071.73,193979.541259766,"1"
"40813",1071.75,44865.0065917969,"1"
"40814",1071.76,4441.7021484375,"1"
"40815",1071.77,5691.03125,"1"
"40816",1071.79,15591.5734863281,"2"
"40817",1071.8,88102.0874023438,"2"
"40818",1071.81,221300.896362305,"3"
"40819",1071.83,327876.727050781,"1"
"40820",1071.84,335851.346679688,"1"
"40821",1071.85,233187.03515625,"1"
"40822",1071.87,107862.756225586,"1"
"40823",1071.88,314812.186279297,"1"
"40824",1071.89,821512.660888672,"1"
"40825",1071.91,1162596.29541016,"1"
"40826",1071.92,1147162.27197266,"1"
"40827",1071.93,845522.194213867,"1"
"40828",1071.95,505453.366943359,"1"
"40829",1071.96,308064.335083008,"1"
"40830",1071.97,198390.699707031,"1"
"40831",1071.99,88193.3515625,"1"
